position,title
Q55755578,Minister of the Interior
Q107291808,Undersecretary of Telecommunications
Q102180382,Undersecretary of Education
Q107302812,Governor of the Antofagasta Region
Q107295493,Governor of the Araucanía Region
Q107302769,Governor of the Arica y Parinacota Region
Q107302866,Governor of the Atacama Region
Q107296657,Governor of the Aysén Region
Q107295531,Governor of the Biobío Region
Q107302902,Governor of the Coquimbo Region
Q107295545,Governor of the Los Lagos Region
Q107295551,Governor of the Los Ríos Region
Q107291580,Governor of the Magellan and the Chilean Antarctic Region
Q107295555,Governor of the Maule Region
Q107296052,Governor of the O'Higgins Region
Q107303008,Governor of the Santiago Metropolitan Region
Q107302790,Governor of the Tarapacá Region
Q107302968,Governor of the Valparaíso Region
Q107295559,Governor of the Ñuble Region
Q16579381,Intendant of the Region of O'Higgins
Q56480727,Intendant of Ñuble
Q16579360,intendant of Arica and Parinacota
Q16140873,intendant of Atacama
Q16579362,intendant of Aysen General Carlos Ibáñez del Campo
Q16140881,intendant of Coquimbo
Q16579375,intendant of La Araucania
Q17634934,intendant of Los Ríos
Q16579384,intendant of Maule
Q16579369,intendant of Tarapaca
Q16579379,intendant of the Biobio
Q9008867,intendant of the Metropolitan Region of Santiago
Q106557851,ambassador to Austria
Q112145988,ambassador to Belgium
Q112145892,ambassador to Colombia
Q112146017,ambassador to the European Union
Q102728074,ambassador to France
Q107392344,ambassador to Greece
Q112145994,ambassador to India
Q106350642,ambassador to Italy
Q112145980,ambassador to Panama
Q112145992,ambassador to Paraguay
Q112145975,ambassador to the People's Republic of China
Q106526077,ambassador to Poland
Q107041219,ambassador to Spain
Q112145986,ambassador to Sweden
Q92113399,ambassador to the United Kingdom
Q30158509,ambassador to Uruguay
Q27149965,ambassador to the Holy See
